1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1992,1993,1995,1996,1997,1998,1999,2001,2002,2003,2004,2005,2006,2007,2008,2009,2011,2012,2013,2014
12.0557803577,12.6731588907,11.6981580895,11.5735158035,11.0425650308,10.9468421885,10.713189237,10.2222111651,9.7540680866,9.7271407874,8.6293462414,8.1554806031,7.1010269279,6.4208908326,6.3391695491,5.3872325224,4.8613223112,4.1982241462,3.6942119149,3.3725143787,3.1892088983,2.8936961606,2.4488435273,2.2239385006,2.1635969184,1.9381354364,1.5096880295,1.3803395711,1.2633186937,1.1543126005
